SiteID;SiteName;SiteCode;FullSiteCode;Elevation;State;County;Comments;Discharge.start;Discharge.end;Precipitation.start;Precipitation.end;Tmax.start;Tmax.end;Tmin.start;Tmin.end;Water_Level.start;Water_Level.end;Elevation_dem;Longitude;Latitude
168;Moggio udinese ponte sul fella;C464;OD:C464;NA;NA;FVG;NA;NA;NA;2002;2012;2000;2011;NA;NA;NA;NA;383.4575500488281;13.1861;46.40009999999999
169;Malga cjariguart;C467;OD:C467;NA;NA;FVG;NA;NA;NA;2007;2011;2007;2011;NA;NA;NA;NA;1567.4146728515625;13.1849;46.359100000000005
170;Pioverno;C500;OD:C500;NA;NA;FVG;NA;2003;2012;NA;NA;NA;NA;NA;NA;1931;2012;265.94818115234375;13.135999999999997;46.34169999999999
171;Venzone;C501;OD:C501;NA;NA;FVG;NA;NA;NA;1915;2011;NA;NA;NA;NA;NA;NA;285.83502197265625;13.1428;46.33139999999999
172;Venzone ponte per pioverno;C503;OD:C503;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1992;2012;239.41578674316406;13.1341;46.3355
173;Gemona casa di riposo;C508;OD:C508;NA;NA;FVG;NA;NA;NA;2002;2012;2000;2011;NA;NA;NA;NA;251.9317626953125;13.1412;46.278800000000004
174;Gemona canciane;C509;OD:C509;NA;NA;FVG;NA;NA;NA;1922;2012;1938;2011;NA;NA;NA;NA;189.93775939941406;13.1363;46.26559999999999
175;Venzone spalla ponte pioverno;C512;OD:C512;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1912;1964;239.41578674316406;13.1341;46.3354
176;Ponte di braulins sponda destra;C513;OD:C513;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008;2012;195.4087677001953;13.093600000000002;46.2827
177;Alesso;C551;OD:C551;NA;NA;FVG;NA;NA;NA;1917;2012;1997;2011;NA;NA;NA;NA;254.41456604003906;13.055599999999998;46.30919999999999
178;Osoppo;C553;OD:C553;NA;NA;FVG;NA;NA;NA;2002;2012;2000;2011;NA;NA;NA;NA;168.62107849121094;13.071099999999998;46.23649999999999
179;Artegna;C554;OD:C554;NA;NA;FVG;NA;NA;NA;1971;2008;NA;NA;NA;NA;NA;NA;198.69320678710938;13.154200000000001;46.233700000000006
180;Magnano in riviera;C555;OD:C555;NA;NA;FVG;NA;NA;NA;2003;2012;NA;NA;NA;NA;NA;NA;198.69320678710938;13.1616;46.22839999999999
181;Andreuzza;C556;OD:C556;NA;NA;FVG;NA;NA;NA;1923;2012;NA;NA;NA;NA;NA;NA;160.34323120117188;13.085999999999999;46.203799999999994
182;San francesco;C600;OD:C600;NA;NA;FVG;NA;NA;NA;1917;2012;2003;2011;NA;NA;NA;NA;474.9407958984375;12.936499999999999;46.312599999999996
183;San francesco ponte;C601;OD:C601;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;2012;474.9407958984375;12.934;46.313399999999994
184;Flagogna ponte armistizio;C602;OD:C602;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1942;2012;207.7828826904297;12.956;46.211499999999994
186;Pinzano;C620;OD:C620;NA;NA;FVG;NA;NA;NA;1920;2012;1969;2011;2008;2011;NA;NA;149.7477569580078;12.9492;46.1792
187;Villuzza;C621;OD:C621;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981;2012;194.49880981445312;12.9566;46.1815
188;Clauzetto;C640;OD:C640;NA;NA;FVG;NA;NA;NA;1917;2012;2005;2011;2005;2011;NA;NA;580.92431640625;12.9178;46.229899999999986
189;Travesio ponte latteria;C641;OD:C641;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1999;2012;243.63124084472656;12.8713;46.19650000000001
190;Travesio;C642;OD:C642;NA;NA;FVG;NA;NA;NA;1939;2011;NA;NA;NA;NA;NA;NA;243.63124084472656;12.872199999999998;46.19890000000001
191;Vacile;C643;OD:C643;NA;NA;FVG;NA;NA;NA;1990;2012;2000;2011;2000;2011;NA;NA;154.6710205078125;12.887800000000002;46.144
192;Baseglia;C660;OD:C660;NA;NA;FVG;NA;NA;NA;2004;2012;NA;NA;NA;NA;NA;NA;129.8436279296875;12.9014;46.1275
193;Barbeano;C661;OD:C661;NA;NA;FVG;NA;NA;NA;1958;2003;NA;NA;NA;NA;NA;NA;113.07208251953125;12.8498;46.0846
194;Istrago;C662;OD:C662;NA;NA;FVG;NA;NA;NA;1920;2004;NA;NA;NA;NA;NA;NA;129.85023498535156;12.880500000000001;46.11930000000001
195;Ponte di dignano;C664;OD:C664;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008;2012;93.24906158447266;12.9277;46.0854
196;Spilimbergo la favorita;C665;OD:C665;NA;NA;FVG;NA;NA;NA;2009;2012;2009;2011;2009;2011;NA;NA;121.96224212646484;12.8825;46.1086
197;Ponte della delizia casello c.b.c.m.;C700;OD:C700;NA;NA;FVG;NA;NA;NA;1917;2005;NA;NA;NA;NA;NA;NA;46.997962951660156;12.892199999999999;45.9733
198;Ponte della delizia;C701;OD:C701;NA;NA;FVG;NA;NA;NA;2002;2012;NA;NA;NA;NA;NA;NA;43.79997634887695;12.9003;45.965199999999996
199;Varmo casello idraulico c.b.b.f.;C702;OD:C702;NA;NA;FVG;NA;NA;NA;1917;2012;NA;NA;NA;NA;NA;NA;13.007050514221191;12.9805;45.8792
200;Madrisio ponte sul tagliamento;C703;OD:C703;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;2012;11.814027786254883;12.9747;45.86079999999998
201;Latisana;C800;OD:C800;NA;NA;FVG;NA;NA;NA;2009;2012;2009;2011;2009;2011;NA;NA;5.5133056640625;12.9969;45.77279999999999
202;Latisana scala;C801;OD:C801;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1914;1990;5.5133056640625;12.995799999999997;45.7727
203;Bevazzana casello litoranea veneta;C803;OD:C803;NA;NA;FVG;NA;NA;NA;1926;1952;NA;NA;NA;NA;NA;NA;0.16124072670936584;13.069;45.672000000000004
205;Casali grinta;C805;OD:C805;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1983;6.3910627365112305;13.0094;45.8421
206;San martino al tagliamento;D001;OD:D001;NA;NA;FVG;NA;NA;NA;1937;2011;NA;NA;NA;NA;NA;NA;69.169464111328125;12.859699999999998;46.0295
207;Arzenutto;D002;OD:D002;NA;NA;FVG;NA;NA;NA;1991;2011;2000;2011;2000;2011;NA;NA;63.39314270019531;12.870599999999998;46.01659999999999
208;San vito al tagliamento ospedale;D003;OD:D003;NA;NA;FVG;NA;NA;NA;1921;2008;NA;NA;NA;NA;NA;NA;27.80974006652832;12.8542;45.9123
209;San vito al tagliamento cimitero;D004;OD:D004;NA;NA;FVG;NA;NA;NA;2005;2012;2005;2011;2005;2011;NA;NA;32.09159469604492;12.8693;45.92549999999999
210;Stalis;D005;OD:D005;NA;NA;FVG;NA;2007;2012;NA;NA;NA;NA;NA;NA;1995;2012;10.510129928588867;12.862;45.850899999999996
211;Sesto al reghena;D100;OD:D100;NA;NA;FVG;NA;NA;NA;1947;2005;1950;2005;1950;2005;NA;NA;10.6888427734375;12.8162;45.8475
212;Mure;D101;OD:D101;NA;NA;FVG;NA;NA;NA;1990;2012;2000;2011;2000;2011;NA;NA;8.119863510131836;12.8052;45.8402
214;Zuiano;D300;OD:D300;NA;NA;FVG;NA;NA;NA;1990;2012;2005;2011;2005;2011;NA;NA;11.029081344604492;12.713200000000002;45.87400000000001
215;Panigai;D301;OD:D301;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991;2012;5.501400470733643;12.6756;45.82950000000001
216;Azzano decimo;D302;OD:D302;NA;NA;FVG;NA;NA;NA;1919;2000;NA;NA;NA;NA;NA;NA;13.677153587341309;12.7137;45.883
217;Pescincanna;D400;OD:D400;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1972;2012;21.79218864440918;12.749300000000002;45.9427
218;Squarzare';D401;OD:D401;NA;NA;FVG;NA;NA;NA;2009;2012;NA;NA;NA;NA;NA;NA;9.371118545532227;12.6177;45.84389999999999
219;Biauzzo;E001;OD:E001;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;44.248985290527344;12.941799999999999;45.9668
220;Codroipo centro;E002;OD:E002;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;37.96499252319336;12.978799999999998;45.96309999999998
221;Campomolle;E003;OD:E003;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1983;7.805864334106445;13.0273;45.84850000000001
222;Teor;E004;OD:E004;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1983;7.206847667694092;13.0466;45.851
223;Flambruzzo;E005;OD:E005;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1933;1982;11.445226669311523;13.067;45.884
224;Flambruzzo villa badoglio;E006;OD:E006;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1953;1962;11.445226669311523;13.069699999999997;45.88449999999999
225;Case zoncolan;E007;OD:E007;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1930;1982;10.054102897644043;13.0831;45.8779
226;Ariis;E008;OD:E008;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1930;1982;10.054102897644043;13.0881;45.872499999999995
227;Ariis cimitero;E009;OD:E009;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;9.479960441589355;13.094600000000002;45.8699
228;Ariis parco;E010;OD:E010;NA;NA;FVG;NA;2005;2012;NA;NA;NA;NA;NA;NA;1966;2012;10.054102897644043;13.083900000000002;45.87200000000001
229;Ariis centro e.t.p.;E011;OD:E011;NA;NA;FVG;NA;NA;NA;1925;2012;NA;NA;NA;NA;NA;NA;10.054102897644043;13.0835;45.8718
230;Casali sacile;E012;OD:E012;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1929;1965;7.9696431159973145;13.0818;45.863299999999995
231;Casali petazzo;E013;OD:E013;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1929;1982;7.9478759765625;13.1051;45.868199999999995
232;Pocenia;E014;OD:E014;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2012;5.05306339263916;13.085999999999999;45.83639999999999
233;Case trevisan;E015;OD:E015;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1981;2.4833574295043945;13.102;45.8136
234;Casali gambellini;E016;OD:E016;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1930;1963;5.7831902503967285;13.094299999999999;45.8462
235;Latisana crosere;E019;OD:E019;NA;NA;FVG;NA;NA;NA;1920;2012;NA;NA;NA;NA;NA;NA;1.522046685218811;13.0221;45.7865
236;Rivarotta;E020;OD:E020;NA;NA;FVG;NA;NA;NA;1926;2002;NA;NA;NA;NA;NA;NA;2.0823349952697754;13.080999999999998;45.81929999999999
237;Precenicco;E021;OD:E021;NA;NA;FVG;NA;NA;NA;1969;1983;NA;NA;NA;NA;NA;NA;1;13.0765;45.7873
238;Pocenia zona industriale;E024;OD:E024;NA;NA;FVG;NA;NA;NA;2007;2012;2007;2011;2007;2011;NA;NA;5.951496601104736;13.113199999999999;45.8332
239;Palazzolo dello stella;E025;OD:E025;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008;2012;1.3652523756027222;13.074299999999997;45.80329999999999
240;Casa di guardia;E033;OD:E033;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009;2012;17.048948287963867;13.085900000000002;45.9041
241;San daniele del friuli;E200;OD:E200;NA;NA;FVG;NA;NA;NA;1917;2012;2005;2011;2005;2011;NA;NA;201.00848388671875;13.014;46.15689999999998
242;San mauro;E201;OD:E201;NA;NA;FVG;NA;NA;NA;1981;2012;2007;2011;2007;2011;NA;NA;166.37451171875;13.0265;46.1469
243;Codroipo;E202;OD:E202;NA;NA;FVG;NA;NA;NA;1919;2012;NA;NA;NA;NA;NA;NA;42.48942565917969;12.9873;45.967000000000006
244;Zompicchia;E203;OD:E203;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1993;42.523799896240234;13.0016;45.9648
245;Goricizza caserme;E206;OD:E206;NA;NA;FVG;NA;NA;NA;1968;1981;NA;NA;NA;NA;NA;NA;41.91107940673828;12.9761;45.96970000000001
246;Coseano;E207;OD:E207;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008;2012;112.73396301269531;13.0262;46.08509999999999
247;Codroipo ponte sp. 65;E208;OD:E208;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008;2012;37.40613555908203;12.9926;45.95660000000001
248;Molino vecchio;E400;OD:E400;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;11.674541473388672;13.051100000000002;45.8814
249;Sivigliano;E401;OD:E401;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;11.674541473388672;13.053399999999998;45.881999999999984
250;Turrida;E500;OD:E500;NA;NA;FVG;NA;NA;NA;1968;2012;NA;NA;NA;NA;NA;NA;73.52359771728516;12.9385;46.026199999999996
251;Flaibano;E501;OD:E501;NA;NA;FVG;NA;NA;NA;1968;2012;2010;2011;2010;2011;NA;NA;91.2201919555664;12.981699999999998;46.0476
252;Lestizza;E502;OD:E502;NA;NA;FVG;NA;NA;NA;1992;2012;2000;2011;2000;2011;NA;NA;38.815711975097656;13.135300000000003;45.9512
253;Villacaccia;E503;OD:E503;NA;NA;FVG;NA;NA;NA;1968;2000;NA;NA;NA;NA;NA;NA;46.654701232910156;13.0708;45.972300000000004
254;Villaorba;E504;OD:E504;NA;NA;FVG;NA;NA;NA;1977;1992;NA;NA;NA;NA;NA;NA;67.18202209472656;13.068599999999998;46.01049999999999
255;San lorenzo di sedegliano;E505;OD:E505;NA;NA;FVG;NA;NA;NA;1923;1981;NA;NA;NA;NA;NA;NA;63.10237121582031;12.9991;46.001099999999994
256;Rivolto;E507;OD:E507;NA;NA;FVG;NA;NA;NA;1939;2012;1990;2011;1990;2011;NA;NA;37.384830474853516;13.0213;45.9544
257;Talmassons;E509;OD:E509;NA;NA;FVG;NA;NA;NA;1925;2012;1969;2011;NA;NA;NA;NA;25.050640106201172;13.1159;45.928700000000006
258;Fagagna poliambulatorio;E512;OD:E512;NA;NA;FVG;NA;NA;NA;2006;2012;2006;2011;NA;NA;NA;NA;195.93162536621094;13.098;46.11429999999999
259;Pantianicco;E513;OD:E513;NA;NA;FVG;NA;NA;NA;2007;2012;2007;2011;NA;NA;NA;NA;69.67994689941406;13.0393;46.014199999999995
260;Colloredo di prato;E514;OD:E514;NA;NA;FVG;NA;NA;NA;2009;2012;2009;2011;NA;NA;NA;NA;103.91793823242188;13.1396;46.0572
261;Casello f.s.;F001;OD:F001;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;2.4833574295043945;13.1036;45.80929999999999
262;Casa longo;F003;OD:F003;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009;2012;2.4833574295043945;13.104600000000001;45.80839999999999
263;Zeglianutto;G001;OD:G001;NA;NA;FVG;NA;NA;NA;2003;2011;NA;NA;NA;NA;NA;NA;216.46371459960938;13.1535;46.196099999999994
264;Collalto borgo di sotto;G002;OD:G002;NA;NA;FVG;NA;NA;NA;2003;2012;NA;NA;NA;NA;NA;NA;210.4383087158203;13.203400000000002;46.19220000000001
265;Colloredo di monte albano;G003;OD:G003;NA;NA;FVG;NA;NA;NA;1974;2012;NA;NA;NA;NA;NA;NA;178.78968811035156;13.145799999999998;46.166799999999995
266;Alnicco;G004;OD:G004;NA;NA;FVG;NA;NA;NA;2003;2012;NA;NA;NA;NA;NA;NA;169.3649139404297;13.1658;46.117799999999995
267;Castellerio;G005;OD:G005;NA;NA;FVG;NA;NA;NA;1986;2012;1986;2012;NA;NA;NA;NA;153.6357421875;13.1875;46.119699999999995
268;Pagnacco;G006;OD:G006;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2012;139.8948516845703;13.1964;46.1141
269;Moruzzo;G007;OD:G007;NA;NA;FVG;NA;NA;NA;1923;1996;1933;1996;NA;NA;NA;NA;206.84463500976562;13.126900000000001;46.11780000000001
270;Colugna;G008;OD:G008;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2012;124.73239135742188;13.1925;46.0927
271;Rizzi;G009;OD:G009;NA;NA;FVG;NA;NA;NA;1968;2010;NA;NA;NA;NA;NA;NA;117.85282897949219;13.198899999999998;46.08789999999999
272;Udine castello;G010;OD:G010;NA;NA;FVG;NA;NA;NA;1915;2012;1941;2011;NA;NA;NA;NA;114.83202362060547;13.2367;46.06489999999999
273;Pasian di prato;G011;OD:G011;NA;NA;FVG;NA;NA;NA;1983;2003;1983;2003;NA;NA;NA;NA;101.91656494140625;13.179699999999999;46.052299999999995
274;Tavagnacco;G012;OD:G012;NA;NA;FVG;NA;NA;NA;1917;1963;NA;NA;NA;NA;NA;NA;154.57325744628906;13.2153;46.1266
275;Basaldella di campoformido;G013;OD:G013;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008;2012;85.4479751586914;13.2079;46.02810000000001
276;Pozzuolo del friuli;G050;OD:G050;NA;NA;FVG;NA;NA;NA;1920;1979;NA;NA;NA;NA;NA;NA;64.30040740966797;13.195;45.98830000000001
277;Mortegliano;G051;OD:G051;NA;NA;FVG;NA;NA;NA;1968;2011;NA;NA;NA;NA;NA;NA;42.066070556640625;13.1797;45.9474
278;Castions di strada;G052;OD:G052;NA;NA;FVG;NA;NA;NA;1917;2011;NA;NA;NA;NA;NA;NA;20.14171028137207;13.1941;45.9052
279;Cormor paradiso;G053;OD:G053;NA;NA;FVG;NA;NA;NA;1920;2001;NA;NA;NA;NA;NA;NA;11.960711479187012;13.1588;45.87969999999999
280;Sant'andrat del cormor;G054;OD:G054;NA;NA;FVG;NA;NA;NA;2007;2012;2007;2011;NA;NA;NA;NA;22.43624496459961;13.162000000000003;45.9144
281;Zavattina;G100;OD:G100;NA;NA;FVG;NA;NA;NA;2005;2012;NA;NA;NA;NA;NA;NA;6.220213413238525;13.1599;45.8336
282;Muzzana del turgnano ponte ss 14;G101;OD:G101;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2012;3.7311344146728516;13.1296;45.81839999999999
283;Ponte ss 252 km 13;G102;OD:G102;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1981;26.271743774414062;13.1655;45.92669999999999
284;Ponte ss 252 km 14;G103;OD:G103;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;26.311248779296875;13.182499999999997;45.9223
285;Tricesimo;G200;OD:G200;NA;NA;FVG;NA;NA;NA;2003;2012;NA;NA;NA;NA;NA;NA;175.9977569580078;13.213899999999999;46.1514
286;Adegliacco;G201;OD:G201;NA;NA;FVG;NA;NA;NA;2003;2012;NA;NA;NA;NA;NA;NA;136.69041442871094;13.2287;46.11529999999999
287;Feletto umberto;G202;OD:G202;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003;2009;130.2279510498047;13.228099999999998;46.09989999999999
288;Zellina;H001;OD:H001;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;5.650354385375977;13.172499999999998;45.82999999999999
289;Zellina ponte ferrovia;H002;OD:H002;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009;2012;5.650354385375977;13.1739;45.8271
290;Fauglis;J001;OD:J001;NA;NA;FVG;NA;NA;NA;1932;2003;NA;NA;NA;NA;NA;NA;17.458444595336914;13.2648;45.8888
291;Chiarisacco;J002;OD:J002;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2012;4.510447978973389;13.217199999999998;45.8385
292;San giorgio di nogaro;J003;OD:J003;NA;NA;FVG;NA;NA;NA;1915;2012;NA;NA;NA;NA;NA;NA;5.442806243896484;13.2097;45.839
293;San giorgio di nogaro cimitero;J004;OD:J004;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;4.7517523765563965;13.2071;45.83549999999999
294;Planais;J005;OD:J005;NA;NA;FVG;NA;NA;NA;1922;2011;NA;NA;NA;NA;NA;NA;-0.07753685861825943;13.2426;45.77290000000001
295;Sevegliano;J200;OD:J200;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;16.583078384399414;13.2979;45.886500000000005
296;Torviscosa case savoiano;J201;OD:J201;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;1.6187635660171509;13.2451;45.8273
297;Torviscosa molino;J202;OD:J202;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2007;3.627873420715332;13.2805;45.8286
298;Torviscosa ponte ferrovia;J203;OD:J203;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;2.5879039764404297;13.2903;45.826
299;Tre ponti;J204;OD:J204;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2007;0.11979803442955017;13.305600000000002;45.826800000000006
300;Muscoli;J205;OD:J205;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2007;2.1789941787719727;13.3322;45.83549999999999
301;Muscoli via san zenone;J206;OD:J206;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1981;2012;2.1789941787719727;13.340499999999999;45.8357
302;Cervignano floricoltura vrech;J207;OD:J207;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;2007;3.4289660453796387;13.3459;45.82389999999999
303;Castions delle mure casali fabbrica;J208;OD:J208;NA;NA;FVG;NA;NA;NA;2001;2009;NA;NA;NA;NA;NA;NA;1.4943509101867676;13.312;45.8419
304;Torviscosa;J209;OD:J209;NA;NA;FVG;NA;NA;NA;1951;2012;1942;2011;NA;NA;NA;NA;2.9870262145996094;13.275399999999996;45.8188
305;Visco;J210;OD:J210;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;20.478994369506836;13.3462;45.8927
306;Belvat;J211;OD:J211;NA;NA;FVG;NA;NA;NA;1969;1996;NA;NA;NA;NA;NA;NA;-1.075460433959961;13.295099999999998;45.80199999999999
307;Cervignano;J212;OD:J212;NA;NA;FVG;NA;NA;NA;1917;2012;NA;NA;NA;NA;NA;NA;3.2710282802581787;13.3412;45.81629999999999
308;Risano case moschioni;J400;OD:J400;NA;NA;FVG;NA;NA;NA;1968;2011;NA;NA;NA;NA;NA;NA;62.54551315307617;13.2514;45.98469999999999
309;Gris cuccana;J401;OD:J401;NA;NA;FVG;NA;NA;NA;1968;1999;NA;NA;NA;NA;NA;NA;37.09934997558594;13.2343;45.9366
310;Palmanova;J402;OD:J402;NA;NA;FVG;NA;NA;NA;1917;2005;NA;NA;NA;NA;NA;NA;26.880163192749023;13.2997;45.91250000000001
311;Trivignano udinese;J403;OD:J403;NA;NA;FVG;NA;NA;NA;1988;2011;1997;2011;NA;NA;NA;NA;41.905914306640625;13.339999999999998;45.94899999999999
312;Lauzacco;J404;OD:J404;NA;NA;FVG;NA;NA;NA;1923;1963;1989;1996;NA;NA;NA;NA;55.54144287109375;13.282700000000002;45.97839999999999
313;Ialmicco sede protezione civile regionale;J405;OD:J405;NA;NA;FVG;NA;NA;NA;2003;2012;2003;2011;NA;NA;NA;NA;26.88026237487793;13.3331;45.9112
314;Pavia di udine;J406;OD:J406;NA;NA;FVG;NA;NA;NA;2008;2012;2008;2011;NA;NA;NA;NA;63.512428283691406;13.296199999999999;45.99199999999999
315;Aquileia idrovora ca' padovano;K001;OD:K001;NA;NA;FVG;NA;NA;NA;1920;2012;NA;NA;NA;NA;NA;NA;-0.20078884065151215;13.353399999999999;45.74710000000001
316;Scodovacca;K002;OD:K002;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;4.342519760131836;13.3703;45.8207
317;Borgo modena;K003;OD:K003;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1980;1982;4.265965461730957;13.3811;45.818900000000006
318;Case polzin;K005;OD:K005;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009;2012;0.8759349584579468;13.363699999999998;45.8076
319;Malborghetto di cervignano;K006;OD:K006;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009;2012;0;13.3652;45.805099999999996
320;Ca' viola;L001;OD:L001;NA;NA;FVG;NA;NA;NA;1969;2012;NA;NA;NA;NA;NA;NA;-1;13.415900000000002;45.74219999999999
321;Val lovato;M001;OD:M001;NA;NA;FVG;NA;NA;NA;1969;2011;NA;NA;NA;NA;NA;NA;-0.23750941455364227;13.098100000000002;45.682
322;Lignano sabbiadoro;M002;OD:M002;NA;NA;FVG;NA;NA;NA;1966;2012;1969;2011;NA;NA;NA;NA;2.3162028789520264;13.1212;45.686499999999995
323;Val pantani;M004;OD:M004;NA;NA;FVG;NA;NA;NA;1969;1981;NA;NA;NA;NA;NA;NA;0;13.0755;45.692
324;Fraida;M005;OD:M005;NA;NA;FVG;NA;NA;NA;1996;2012;NA;NA;NA;NA;NA;NA;-0.03847680613398552;13.104;45.73709999999999
325;Lame di precenicco;M006;OD:M006;NA;NA;FVG;NA;NA;NA;1930;2011;NA;NA;NA;NA;NA;NA;0;13.065400000000002;45.714800000000004
326;Marano lagunare colomba;M007;OD:M007;NA;NA;FVG;NA;NA;NA;1917;2012;NA;NA;NA;NA;NA;NA;0;13.1906;45.775400000000005
327;Ca' anfora;M050;OD:M050;NA;NA;FVG;NA;NA;NA;1922;1992;NA;NA;NA;NA;NA;NA;-2.7816812992095947;13.3142;45.76010000000001
328;Grado sede g.i.t.;M051;OD:M051;NA;NA;FVG;NA;NA;NA;1916;2006;1932;2011;NA;NA;NA;NA;0.4218692481517792;13.3947;45.6765
329;Grado molo torpediniere;M053;OD:M053;NA;NA;FVG;NA;NA;NA;2007;2012;NA;NA;NA;NA;NA;NA;0.6536489725112915;13.3835;45.683099999999996
330;Grado valle cavarera;M054;OD:M054;NA;NA;FVG;NA;NA;NA;2006;2012;NA;NA;NA;NA;NA;NA;0.6634598970413208;13.4198;45.686099999999996
331;Uccea;N001;OD:N001;NA;NA;FVG;NA;NA;NA;1925;2012;2007;2011;NA;NA;NA;NA;769.232177734375;13.400399999999998;46.30649999999998
332;Ponte piuma;N020;OD:N020;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996;2012;75.53910827636719;13.6143;45.95620000000001
333;Gorizia teleferica ponte piuma;N021;OD:N021;NA;NA;FVG;NA;2004;2012;NA;NA;NA;NA;NA;NA;1920;1987;75.53910827636719;13.6156;45.95700000000001
334;Gorizia presa c.b.p.i.;N022;OD:N022;NA;NA;FVG;NA;NA;NA;1919;2012;1941;2011;NA;NA;NA;NA;58.9251708984375;13.595999999999998;45.9341
335;Mainizza;N023;OD:N023;NA;NA;FVG;NA;NA;NA;NA;NA;NA;NA;NA;NA;1949;1992;36.78827667236328;13.558899999999998;45.90639999999999
336;Farra d'isonzo m. fortin;N024;OD:N024;NA;NA;FVG;NA;NA;NA;1994;2012;NA;NA;NA;NA;NA;NA;51.71792984008789;13.534399999999998;45.9083
